City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,donetsk,48.0,37.8,279.2,77,99,4.63,UA,1707371092
340,quellon,-43.1167,-73.6167,282.24,89,20,1.58,CL,1707371093
341,juan griego,11.0817,-63.9655,301.22,83,27,2.07,VE,1707371093
342,jamaame,0.0697,42.745,303.79,60,13,6.76,SO,1707371093
343,arlington,32.7357,-97.1081,289.43,72,100,4.12,US,1707370552
344,yeed,4.55,43.0333,301.91,50,5,8.94,SO,1707371093
345,onega,63.9061,38.1404,251.59,99,63,2.49,RU,1707371093
346,sechura,-5.5569,-80.8222,299.67,74,73,4.61,PE,1707371094
347,qashyr,53.0675,76.1036,268.55,84,18,8.54,KZ,1707371094
348,pandan,14.0453,124.1694,300.95,71,9,1.98,PH,1707371094
349,luba,3.4568,8.5547,298.09,83,65,1.62,GQ,1707371094
350,medicine hat,50.0501,-110.6683,271.18,88,100,4.63,CA,1707371094
351,plettenberg bay,-34.0527,23.3716,293.0,77,75,2.18,ZA,1707371094
352,chibougamau,49.9168,-74.3659,269.94,93,100,1.54,CA,1707371094
353,palikir - national government center,6.9248,158.1611,303.56,66,100,2.57,FM,1707371094
354,kayyerkan,69.3786,87.7439,248.48,94,16,1.83,RU,1707371095
355,sitka,57.0531,-135.33,274.09,80,0,2.57,US,1707371095
356,babu,24.4167,111.5167,278.62,83,88,3.74,CN,1707371095
357,fortuna,40.5982,-124.1573,277.36,96,75,0.0,US,1707371095
358,biloela,-24.4167,150.5,307.36,31,49,7.73,AU,1707371095
359,monetnyy,57.0472,60.8794,260.66,95,93,0.49,RU,1707371095
360,yamba,-5.9,22.3,296.3,89,99,0.75,CD,1707371095
361,sao joao da barra,-21.6403,-41.0511,297.76,89,100,2.09,BR,1707371095
362,turkeli,41.9476,34.3386,285.23,65,100,2.71,TR,1707371096
